kepid,nu_max,delta_nu,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
1576469,90.073,7.455,2MASS J19281017+3706444,5217,104.0,-104.0,2.853,0.012,-0.013000000000000001,0.12,0.05,-0.05,2.03,0.27,-0.19,8.86,0.43,-0.36,0.0041270000000000005,0.0001409,-0.0001268,MULT55,10.357000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.04239,37.11235,11111111111111111,PHO55,AST55,SPE55,8.888,0.024,8.443999999999999,0.028999999999999998,8.334,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,136.683,146.01,152.607,154.056,158.803,162.377,162.711,161.975,158.717,152.22299999999998,147.376,142.15200000000002,140.97799999999998,134.139,,,,-2147483648,b'2666-196-1  ',1635378410781933568,2051726355703276160,106761,2015.0,292.04241266032886,0.1251554682083391,37.11228939833295,0.207804939122917,1.354696006587536,0.27836224090897604,0.8350766471661522,1.2677846144966018,-7.9880649119924305,0.8969763558122107,0.5193508267402649,0.5774844288825989,-0.6490002870559692,-0.43533042073249817,0.7193203568458557,-0.7254334092140198,-0.6652416586875916,-0.8914992809295654,-0.44148844480514526,0.5024099349975586,98,98,95,98,3,0,,0.3306211924705967,208.87122415641744,False,3.3568108081817627,7.832988262176514,2.8491207558545284e-05,5,15,False,0.47760915756225586,0.2205931544303894,0.234659343957901,0.3257248103618622,-112.5648422241211,-84.36705780029297,24.54572296142578,-7.432203769683838,114,1302279.5268511896,1116.0858783113563,10.23800953117965,b'NOT_AVAILABLE',70.01569689384613,9.315342647531821,304.3344388732372,57.95293823639983,3.0970573009801334e-05
1724879,41.064,4.547,2MASS J19285611+3716229,5019,94.0,-278.0,2.539,0.028999999999999998,-0.027999999999999997,0.07,0.14,-0.47,3.185,0.129,-2.051,15.887,0.893,-6.415,0.001119,0.0007798999999999999,-0.00012190000000000001,DSEP,10.767000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.2338,37.273029,11101111111111110,PHO1,AST9,KIC0,9.125,0.035,8.616,0.022000000000000002,8.464,0.017,0.8219,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.101,7.1,7.1,7.1,7.1,7.1,7.1,111.458,127.681,143.986,156.838,173.52900000000002,197.452,204.56599999999997,216.445,232.00900000000001,239.898,243.375,246.688,248.046,254.40599999999998,,,,-2147483648,b'2666-261-1  ',1635378410781933568,2051734876918386176,1620036,2015.0,292.2337756293222,0.17848973218718805,37.273015979476305,0.2433307017344848,0.6923524757708407,0.361285836480276,0.5689107225336323,1.2997097253041219,1.6498093031973533,0.8665540312331298,0.782332181930542,0.7722991704940796,-0.7754102349281311,-0.22872737050056458,0.8847708702087402,-0.8330826163291931,-0.24457044899463654,-0.8990349173545837,-0.14203618466854095,0.3472895920276642,83,83,83,83,0,0,,0.3673104867160129,183.6146972945308,False,3.6977779865264893,6.296637535095215,2.6060137315653265e-05,5,14,False,0.2446896880865097,0.2898682653903961,0.1663624495267868,0.4801417589187622,-83.03063201904297,-49.7168083190918,27.74024772644043,-3.3977956771850586,103,899577.9582218099,723.9702292356499,10.63967304969921,b'NOT_AVAILABLE',70.23107170274072,9.252954214616684,304.6962552092296,58.063965810634556,2.9486545011062653e-05
1725190,97.949,7.937,2MASS J19291057+3713306,5114,93.0,-135.0,2.915,0.032,-0.03,-0.32,0.22,-0.34,1.975,0.136,-0.799,8.118,0.419,-1.919,0.0051990000000000005,0.001849,-0.0005837,DSEP,9.217,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.29404,37.225182000000004,11111111111111111,PHO1,AST9,KIC0,7.814,0.024,7.343999999999999,0.031,7.268,0.02,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,125.486,132.865,138.305,139.453,143.267,146.107,145.887,145.241,142.03799999999998,136.615,131.499,126.985,125.471,116.97399999999999,,,,-2147483648,b'2666-274-1  ',1635378410781933568,2051722060735976448,488869,2015.0,292.294112225507,0.2770384184589419,37.22522096540457,0.22120435003834635,1.4546401730780016,0.3178066672689436,8.325368609111724,1.0156729665259168,5.860877438623901,0.897528130352221,0.29785609245300293,0.10785184055566788,-0.48949187994003296,-0.3149607479572296,0.580180823802948,-0.5478584170341492,-0.40774422883987427,-0.6709557771682739,-0.3927115499973297,0.411006361246109,50,50,50,49,0,1,,0.5132175621944705,198.59506660461258,False,5.0736589431762695,3.6266274452209473,1.627745405130554e-05,5,11,False,0.1627076268196106,0.27597904205322266,0.412739634513855,0.34418895840644836,-32.885433197021484,-16.905900955200195,-17.021963119506836,4.031391620635986,70,3666695.6719997926,2771.8458030402203,9.114082899012566,b'NOT_AVAILABLE',70.21023187696932,9.188394448653494,304.75752257197536,58.00447601525656,2.7062544904253083e-05
1725552,7.15,1.214,2MASS J19292749+3717501,4234,87.0,-87.0,1.808,0.035,-0.038,0.14,0.05,-0.05,1.98,0.47,-0.51,28.96,2.48,-2.78,0.0001127,,,MULT55,10.888,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.36458999999996,37.297272,11111111111111111,PHO55,AST55,SPE55,8.844,0.032,8.123,0.02,7.945,0.02,0.8745,1459.789,7.1,7.1,7.1,7.1,7.102,7.1,7.1,7.1,7.142,7.1,7.103,7.107,7.1,7.159,54.83,57.393,63.9,69.571,76.59899999999999,86.29299999999999,89.62799999999999,96.80799999999999,110.34299999999999,119.98700000000001,127.01899999999999,134.731,137.951,158.97799999999998,,,,-2147483648,b'2666-273-1  ',1635378410781933568,2051722747930740992,1708187,2015.0,292.364561785472,0.21717314568319743,37.29721728953983,0.5201953413337449,0.9639749051694926,0.7279545199119398,-6.33916183208781,4.062047048190976,-4.495468175773654,1.9044845047799868,0.7454319596290588,0.29375961422920227,-0.46194082498550415,-0.7378680109977722,0.5828211307525635,-0.7044154405593872,-0.8476505875587463,-0.9620237946510315,-0.1681937426328659,0.3191901445388794,52,52,52,49,0,3,,0.4394365659494114,269.89975754755227,False,4.3748674392700195,4.7292866706848145,3.235476106056012e-05,5,8,False,0.6389492750167847,0.1499262899160385,0.5260307788848877,0.3120986819267273,-127.78473663330078,-68.30999755859375,41.2361946105957,-3.7959394454956055,61,838310.7521822483,2285.5789387375326,10.716257472690817,b'NOT_AVAILABLE',70.30106548216587,9.171467417089277,304.8978302965847,58.05747278008516,3.619753538505467e-05
1726211,30.693,3.631,2MASS J19300107+3717340,4995,93.0,-93.0,2.3930000000000002,0.016,-0.017,-0.72,0.08,-0.08,1.29,0.19,-0.16,11.97,0.62,-0.58,0.001056,2.817e-05,-2.817e-05,MULT55,10.93,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.50446,37.292782,11111111111111111,PHO55,AST55,SPE55,9.376,0.022000000000000002,8.846,0.022000000000000002,8.743,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.933,7.688,7.1,7.101,7.1,7.1,7.1,7.1,99.353,111.406,126.318,139.291,155.578,178.572,185.065,197.17,215.252,225.90400000000002,231.503,237.435,239.873,252.81799999999998,,,,-2147483648,b'2667-624-1  ',1635378410781933568,2051813595078985856,1788438,2015.0,292.5044010156944,0.47528382623742244,37.29263757996104,0.45953838793656454,1.1297251622412154,0.7547583739198229,-8.761674660415048,1.6104786769073773,-28.29257434265447,1.84288383727441,-0.5291575193405151,-0.7102508544921875,-0.19076946377754211,0.4331124424934387,0.8158103823661804,-0.4516266882419586,-0.8177052736282349,-0.4734331965446472,-0.6992793083190918,0.3951079845428467,52,52,52,50,0,2,,0.6498215209304106,606.7737586285945,False,6.377003192901611,2.2133469581604004,3.478000871837139e-05,5,8,False,0.33431175351142883,0.14860950410366058,0.24977213144302368,0.5393776893615723,-125.30731964111328,85.13800811767578,9.983734130859375,-2.4814980030059814,69,755058.1834413885,2070.326358950314,10.829819016641986,b'NOT_AVAILABLE',70.34857306288467,9.07049035744303,305.0966826522806,58.021182520468834,2.8506235416423962e-05
1864959,40.521,4.498,2MASS J19223866+3720146,4998,105.0,-258.0,2.524,0.03,-0.023,0.07,0.14,-0.57,3.192,0.137,-2.212,16.187,0.775,-7.372999999999999,0.00106,0.0009461000000000001,-0.00010270000000000002,DSEP,8.807,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.6611,37.33741,11111111111111111,PHO1,AST9,KIC0,7.196000000000001,0.021,6.7010000000000005,0.02,6.585,0.028999999999999998,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,8.258,7.1,7.1,7.106,7.1,7.1,7.1,7.1,7.1,80.569,94.53,106.499,115.367,128.405,150.525,158.613,173.06799999999998,190.453,200.32299999999998,205.62099999999998,211.417,213.928,229.50599999999997,,,,-2147483648,b'2666-1527-1 ',1635378410781933568,2051033835180237952,1491682,2015.0,290.66108974625166,0.18301698572894035,37.33736924666957,0.19848015100666555,1.9806299204399738,0.27983709235955995,-1.2834225532325507,0.7734343695476062,-8.040241330259713,0.8272067330406128,0.0746535137295723,-0.2329692840576172,-0.348797470331192,-0.11580398678779602,0.3971945643424988,-0.38846147060394287,-0.15436038374900818,-0.5921338200569153,-0.32122334837913513,0.3071381747722626,69,69,67,67,2,2,,0.4093605602613519,171.42857912717898,False,4.091628551483154,5.07361364364624,1.4272299267759081e-05,5,12,False,0.30326980352401733,0.3094402551651001,0.3465169072151184,0.5775333642959595,-53.874107360839844,-79.39496612548828,-7.2386956214904785,2.4266393184661865,82,5541748.319028396,7509.622088594014,8.665653068299331,b'NOT_AVAILABLE',69.71829397256181,10.39911769858951,302.44427004579796,58.47173385957278,7.775852194537898e-06
1865595,12.29,1.801,2MASS J19231500+3723566,4461,130.0,-81.0,1.983,0.027999999999999997,-0.033,-0.42,0.24,-0.2,0.855,0.472,-0.023,15.606,4.084,-0.457,0.00031689999999999995,2.665e-05,-7.663e-05,DSEP,11.472999999999999,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.81253,37.399059,11101111111111111,PHO1,AST9,KIC0,9.476,0.021,8.785,0.016,8.647,0.018000000000000002,0.8192,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,88.354,92.78299999999999,103.694,113.889,126.26700000000001,142.9,148.293,159.615,180.88400000000001,196.27200000000002,206.92,219.128,223.93900000000002,254.333,,,,-2147483648,b'2666-529-1  ',1635378410781933568,2051033147985468160,1236531,2015.0,290.8125050961529,0.237343889086088,37.39896452751153,0.25630870847559645,0.8039185608946602,0.47650346758110923,-4.2988407635106825,1.7963048332492912,-11.4652519686298,1.8419750996498867,0.6037413477897644,0.7898339033126831,-0.8428047895431519,-0.7340054512023926,0.711068332195282,-0.7127278447151184,-0.560329258441925,-0.9384993314743042,-0.759448230266571,0.7772415280342102,89,89,89,85,0,4,,0.6120097277798896,423.491322221108,False,6.0153374671936035,2.5882489681243896,3.8814821891719475e-05,5,14,False,0.3668390214443207,0.35081353783607483,0.3480876684188843,0.28219476342201233,-78.72010040283203,-89.01448822021484,-7.824301242828369,2.0954160690307617,104,483602.57633023855,893.4202567507461,11.313548549233953,b'NOT_AVAILABLE',69.82868325836402,10.318598586772572,302.6977209315979,58.49862690622031,4.673812653070788e-05
1872166,78.503,6.821,2MASS J19290894+3719028,5103,127.0,-274.0,2.824,0.028999999999999998,-0.035,0.21,0.11,-0.45,2.975,0.144,-1.477,11.068,0.467,-3.219,0.003091,0.001367,-0.0003061,DSEP,11.627,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.28729,37.317459,11111111111111111,PHO1,AST9,KIC0,10.0,0.022000000000000002,9.5,0.022000000000000002,9.373,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,176.21400000000003,187.21099999999998,196.612,199.93200000000002,206.247,211.149,211.41,211.188,209.011,203.863,197.957,192.56900000000002,191.055,182.68,,,,-2147483648,b'2666-395-1  ',1635378410781933568,2051735426674197888,515274,2015.0,292.287274682869,0.18710401629876566,37.317454342437664,0.3036381863248799,1.2627418666313406,0.3696145890426649,0.5468222682971227,1.4193506010148207,-1.5131192564062674,1.4434161354832444,0.5234887003898621,0.707791268825531,-0.7959824204444885,-0.5198126435279846,0.45294418931007385,-0.5696877241134644,-0.7629843354225159,-0.9054638743400574,-0.3818454146385193,0.5307629704475403,79,79,79,74,0,5,,0.49931979729466675,311.73862734179926,False,4.941674709320068,3.8398325443267822,2.8390761144692078e-05,5,11,False,0.4162259101867676,0.4830923080444336,0.0833110585808754,0.1882648915052414,-123.73684692382812,-88.40223693847656,7.732060432434082,5.523604869842529,85,406794.1399860663,726.4851134056295,11.50133334351641,b'NOT_AVAILABLE',70.29081925430067,9.235391370907116,304.7973607802406,58.09443243673738,1.4553474769440771e-05
1872210,73.454,6.265,2MASS J19291111+3718547,5250,145.0,-358.0,2.785,0.035,-0.026000000000000002,0.21,0.15,-0.55,3.119,0.02,-1.547,11.85,0.266,-3.5410000000000004,0.002641,0.001285,-0.0001621,DSEP,10.401,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.29632999999995,37.315208,11101111111111111,PHO1,AST9,KIC0,8.828,0.021,8.377,0.024,8.238,0.017,0.8202,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,124.865,138.558,148.67600000000002,153.205,160.533,169.426,171.176,173.365,173.64700000000002,170.082,165.388,161.431,160.298,152.554,,,,-2147483648,b'2666-315-1  ',1635378410781933568,2051723675643676288,1950920,2015.0,292.29634534468755,0.1714243329064244,37.31517915974497,0.2900607518625438,0.8329466960384411,0.321382839280565,2.4992533531918992,1.5014398771851678,-6.5780312470304105,3.3883221966664916,0.06098039075732231,0.6362876296043396,-0.7850956320762634,-0.539274275302887,0.353473961353302,0.05697694793343544,0.5961315035820007,-0.8025127649307251,-0.3216842710971832,0.7251351475715637,79,79,79,78,0,1,,0.39905935262535275,210.30848482448033,False,3.9948909282684326,5.453627109527588,2.218317058577668e-05,5,10,False,0.4134443998336792,0.4671231508255005,0.23715338110923767,0.5477059483528137,-55.468780517578125,-77.00482177734375,3.9514055252075195,2.9325668811798096,88,1267088.2457163325,1023.913575158778,10.267752908453021,b'NOT_AVAILABLE',70.29210886094721,9.227935057968406,304.8092124303257,58.09019256863984,2.2924005248156403e-06
1872375,102.906,8.456,2MASS J19291945+3719300,5052,83.0,-147.0,2.935,0.03,-0.031,-0.14,0.21,-0.34,2.042,0.116,-0.88,8.061,0.405,-2.0180000000000002,0.005490999999999999,0.001978,-0.0005876000000000001,DSEP,11.232000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.33109,37.325008000000004,11111111111111111,PHO1,AST9,KIC0,9.671,0.021,9.212,0.023,9.088,0.019,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,156.519,161.118,166.623,166.821,170.012,170.523,169.377,166.989,162.463,155.043,148.106,142.336,140.738,132.151,,,,-2147483648,b'2666-323-1  ',1635378410781933568,2051723744363152512,497986,2015.0,292.3310400078207,0.3132838963279707,37.32500780403335,1.3204699196058154,1.3781551779664014,0.6848067976809188,-3.105106645251423,1.48997199414157,-7.828461370173347,5.175224948596444,-0.7675579190254211,-0.5235340595245361,-0.027470888569951057,0.7112587094306946,0.7780885696411133,-0.42522132396698,-0.9698579907417297,-0.794955849647522,-0.839358925819397,0.5262259840965271,52,52,51,51,1,1,,0.5121370534388126,390.24441967117383,False,5.063392639160156,3.6823410987854004,3.5219843994127586e-05,5,7,False,0.3743598461151123,0.7396025061607361,0.42922520637512207,0.43506643176078796,-136.34591674804688,82.35452270507812,-2.643796682357788,2.879098415374756,52,579661.8828059859,1418.0855179126643,11.116833206010439,b'NOT_AVAILABLE',70.31374331333026,9.20788902147038,304.864548979131,58.091727907685154,4.207539793330268e-05
1872842,41.556,4.498,2MASS J19294371+3722289,4766,72.0,-109.0,2.524,0.027999999999999997,-0.02,-0.26,0.2,-0.22,1.532,0.535,-0.583,11.210999999999999,1.9340000000000002,-2.545,0.001531,0.0005167,-0.0002452,DSEP,11.495,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.43213,37.37471,11111111111111111,PHO1,AST9,KIC0,9.749,0.022000000000000002,9.219,0.02,9.085,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,136.558,153.905,173.737,189.93099999999998,209.795,234.954,240.729,250.41099999999997,264.738,272.29900000000004,275.79200000000003,278.987,280.198,285.47900000000004,,,,-2147483648,b'2666-338-1  ',1635378410781933568,2051817168491774848,1124280,2015.0,292.43210473825917,0.18889277570448185,37.374730782609,0.3070864348646512,0.8750776893692478,0.37130488176147924,-0.6865624888848446,1.4621554753461965,4.504696206454728,1.4054225157762454,0.3608413338661194,0.4616486728191376,-0.6758375763893127,-0.3908022344112396,0.6475983262062073,-0.6252079010009766,-0.7884098291397095,-0.8684014081954956,-0.5699643492698669,0.5657722353935242,105,105,105,97,0,8,,0.628093597768703,582.2532696763576,False,6.1691083908081055,2.447120428085327,3.428030322538689e-05,5,16,False,0.41482242941856384,0.2721838653087616,0.2178165316581726,0.2912375330924988,-130.98687744140625,81.15401458740234,3.0502655506134033,-4.321488857269287,130,458860.1539391792,672.7444351862646,11.370569197636538,b'NOT_AVAILABLE',70.39577420542568,9.159212767375966,305.03719556977114,58.116333968644156,1.733169100953024e-05
1995859,47.158,4.807,2MASS J19050006+3728563,4931,80.0,-96.0,2.588,0.03,-0.028999999999999998,-0.68,0.22,-0.18,1.016,0.273,-0.156,8.488,1.073,-0.6729999999999999,0.002341,0.000303,-0.0002925,DSEP,10.860999999999999,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,286.25023999999996,37.482310999999996,11101111111111111,PHO1,AST9,KIC0,9.293,0.02,8.796,0.02,8.652999999999999,0.018000000000000002,0.8201,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,113.23700000000001,129.299,145.317,156.951,171.93400000000003,192.38400000000001,197.84,206.993,218.364,223.002,224.858,225.84099999999998,226.574,226.87099999999998,,,,-2147483648,b'2652-223-1  ',1635378410781933568,2099077717308058624,1154843,2015.0,286.2502373367343,0.15643955943892704,37.482303649095,0.2411813939882718,0.7944613032890241,0.2958092499625509,0.10761470732022205,0.8987407508199553,-8.484915217414061,0.7148132190851867,-0.2117641717195511,-0.11700692027807236,-0.45831039547920227,0.3002393841743469,0.7794640064239502,-0.3989849090576172,-0.7015076279640198,-0.6519883275032043,-0.4372093677520752,-0.06298443675041199,83,83,83,81,0,2,,0.3445533841946183,175.90246219424992,False,3.485943555831909,7.209824085235596,2.2564359824173152e-05,5,15,False,0.25968146324157715,0.19293522834777832,0.31637856364250183,0.3956211805343628,-142.24020385742188,52.110206604003906,8.73039722442627,-22.438573837280273,106,807473.3117791226,660.6317240050572,10.756949620972314,b'NOT_AVAILABLE',68.33289853715073,13.633044976994498,295.91939959066224,59.4678937676451,2.8119845766383438e-05
2013502,60.416,5.677,2MASS J19244585+3729385,4930,84.0,-84.0,2.6889999999999996,0.011000000000000001,-0.013000000000000001,0.05,0.05,-0.05,1.82,0.25,-0.2,10.1,0.55,-0.48,0.002479,8.451e-05,-8.451e-05,MULT55,11.91,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.19104,37.494040999999996,11111111111111111,PHO55,AST55,SPE55,10.163,0.02,9.62,0.019,9.488999999999999,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,157.225,171.122,184.859,191.649,200.949,208.412,208.655,209.269,208.484,204.558,199.88299999999998,195.146,193.81,185.642,,,,-2147483648,b'2666-485-1  ',1635378410781933568,2052528930474732160,1711062,2015.0,291.19101125886795,0.17892897011068978,37.49402273518783,0.28644638300230546,0.45700946957316435,0.40703472828122667,-1.6397920732248141,1.8034386344846598,-5.152469905655938,1.2619472233318747,0.5406745076179504,0.609714150428772,-0.6693485975265503,-0.4369756877422333,0.787582278251648,-0.760921061038971,-0.5957086682319641,-0.8946192264556885,-0.4812869131565094,0.532095193862915,117,117,116,107,1,10,,0.6782152129125604,339.75445459461946,False,6.648931503295898,2.1551918983459473,3.089892561547458e-05,5,17,False,0.4704243838787079,0.19440415501594543,0.2700270414352417,0.37892356514930725,-104.15840148925781,-89.38372802734375,14.68162727355957,-10.014151573181152,142,320748.3129397989,114.5391444033043,11.759359111923535,b'NOT_AVAILABLE',70.05123538070136,10.091962194361694,303.30072688468204,58.50807813594325,1.6289398626077e-05
2014377,37.924,4.084,2MASS J19253754+3727135,4741,72.0,-107.0,2.484,0.037000000000000005,-0.028999999999999998,-0.22,0.2,-0.22,1.601,0.553,-0.59,11.992,2.031,-2.728,0.001307,0.0005067,-0.00022349999999999998,DSEP,9.923,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.40643,37.453751000000004,11101111111111111,PHO1,AST9,KIC0,8.241,0.02,7.74,0.018000000000000002,7.601,0.016,0.8201,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,82.579,95.73100000000001,107.869,117.40299999999999,130.59799999999998,151.872,158.929,171.49900000000002,187.75400000000002,197.58900000000003,203.38,209.16299999999998,211.467,226.18400000000003,,,,-2147483648,b'2666-11-1   ',1635378410781933568,2051775765012627968,770327,2015.0,291.40644602139326,0.1367580039474485,37.453708138660765,0.20974193673591388,1.008432597555153,0.2710027866187517,-2.282484959956932,1.0409277994900819,-4.921046775654621,0.9672230235573561,0.5266749262809753,0.5340932607650757,-0.6854698657989502,-0.38280028104782104,0.6533064246177673,-0.6712613701820374,-0.5962525010108948,-0.8598309755325317,-0.29747918248176575,0.45530086755752563,98,98,97,97,1,1,,0.34269870682341746,110.04634153590129,False,3.4687273502349854,7.412894248962402,1.7556756574776955e-05,5,15,False,0.3411422669887543,0.3183920681476593,0.1491958200931549,0.3524608016014099,-119.59315490722656,-79.65731048583984,22.271141052246094,-1.9630197286605835,111,1889512.7594184561,601.4668643206489,9.833895491471624,b'NOT_AVAILABLE',70.092448664746,9.921050850431866,303.59361438520807,58.42210001143295,3.152706871786096e-05
